PG-BSM Model Fit Output - 05-Aug-2020

Branch Length Estimates

Daughter    Nul    BW    CW    rCW    nulRaMoSS    altRaMoSS    Parent
1	1.41	1.41	1.41	1.41	1.37	1.42	17
2	1.15	1.15	1.15	1.15	1.12	1.15	16
3	1.73	1.74	1.73	1.73	1.7	1.73	16
4	0.22	0.22	0.22	0.22	0.21	0.22	20
5	0.25	0.25	0.25	0.25	0.25	0.25	19
6	0.08	0.08	0.08	0.08	0.08	0.08	18
7	0.04	0.04	0.04	0.04	0.04	0.04	18
8	0.29	0.29	0.29	0.29	0.29	0.29	22
9	0.35	0.36	0.35	0.35	0.35	0.35	22
10	0.87	0.87	0.87	0.87	0.85	0.87	25
11	0.14	0.14	0.14	0.14	0.14	0.14	24
12	0.05	0.05	0.05	0.05	0.05	0.05	23
13	0.06	0.06	0.06	0.06	0.05	0.06	23
14	0.71	0.71	0.7	0.71	0.69	0.71	26
15	0.76	0.76	0.76	0.76	0.75	0.77	26
16	0.35	0.35	0.35	0.35	0.36	0.35	17
17	2.08	2.01	2.08	2.08	2.12	2.14	21
18	0.23	0.23	0.23	0.23	0.23	0.23	19
19	0.03	0.03	0.03	0.03	0.04	0.03	20
20	1.35	1.36	1.35	1.35	1.36	1.38	21
21	0.23	0.23	0.23	0.23	0.21	0.22	29
22	0.37	0.37	0.37	0.37	0.34	0.36	28
23	0.1	0.1	0.1	0.1	0.1	0.1	24
24	0.43	0.43	0.43	0.43	0.42	0.43	25
25	0.17	0.17	0.17	0.17	0.17	0.16	27
26	0.1	0.1	0.1	0.1	0.1	0.1	27
27	0.07	0.07	0.07	0.07	0.08	0.06	28
28	0.23	0.23	0.23	0.23	0.21	0.22	29

Log Likelihoods

Nul: -28715
BW: -28715
CW: -28715
rCW: -28715
nulRaMoSS: -28752
altRaMoSS: -28690

Nul PG-BSM MLEs

pi0     w1     w2     p1     delta     kappa     lambda
0.22	0.04	0.4	0.68	0.2	2.13	0.5	

BW PG-BSM MLEs

pi0     w1     w2     p1     delta     kappa     lambda     piBW
0.22	0.04	0.4	0.68	0.2	2.13	0.5	0.01	

CW PG-BSM MLEs

pi0     w1     w2     p1     delta     kappa     lambda     piCW
0.22	0.04	0.4	0.68	0.2	2.13	0.5	0	

rCW PG-BSM MLEs

pi0     w1     w2     p1     delta     kappa     lambda     pirCW
0.22	0.04	0.4	0.68	0.2	2.13	0.5	0	

nulRaMoSS MLEs

piCL    w1M3    w2M3    p1M3    w1CL    w2CL    p1CL    delta    kappa
0.71	0	0.45	0.7	0.05	0.16	0.5	0	2.09	

altRaMoSS MLEs

piCL    w1M3    w2M3    p1M3    w1CL    w2CL    p1CL    delta    kappa
0.63	0	0.44	0.76	0	0.37	0.64	0.79	2.13	

BW PG-BSM Posteriors

site     P(w=0)        P(w1<->w2)       P(BW)
189	0.735		0.265		0		
641	0.735		0.265		0		
238	0.000		1		0		
481	0.735		0.265		0		
83	0.735		0.265		0		
839	0.735		0.265		0		
738	0.735		0.265		0		
262	0.735		0.265		0		
129	0.735		0.265		0		
182	0.735		0.265		0		
280	0.735		0.265		0		
592	0.735		0.265		0		
358	0.735		0.265		0		
202	0.73		0.27		0		
496	0.712		0.288		0		
107	0.000		1		0		
299	0.734		0.266		0		
964	0.727		0.273		0		
843	0.72		0.28		0		
970	0.72		0.28		0		
197	0.72		0.28		0		
60	0.72		0.28		0		
887	0.72		0.28		0		
261	0.72		0.28		0		
837	0.72		0.28		0		
66	0.72		0.28		0		
707	0.732		0.268		0		
1019	0.729		0.271		0		
11	0.765		0.235		0		
730	0.73		0.27		0		
343	0.000		1		0		
181	0.734		0.266		0		
581	0.724		0.276		0		
552	0.72		0.28		0		
364	0.72		0.28		0		
937	0.72		0.28		0		
741	0.000		1		0		
744	0.729		0.271		0		
1053	0.728		0.272		0		
824	0.729		0.271		0		
1033	0.000		1		0		
9	0.000		1		0		
644	0.733		0.267		0		
757	0.731		0.269		0		
1029	0.000		1		0		
235	0.733		0.267		0		
22	0.000		1		0		
619	0.729		0.271		0		
69	0.736		0.264		0		
820	0.736		0.264		0		
505	0.734		0.266		0		
1038	0.737		0.263		0		
220	0.737		0.263		0		
466	0.734		0.266		0		
321	0.727		0.273		0		
506	0.737		0.263		0		
339	0.737		0.263		0		
251	0.738		0.262		0		
931	0.000		1		0		
90	0.744		0.256		0		
807	0.744		0.256		0		
531	0.744		0.256		0		
1010	0.744		0.256		0		
608	0.744		0.256		0		
646	0.744		0.256		0		
758	0.744		0.256		0		
382	0.744		0.256		0		
734	0.745		0.255		0		
236	0.744		0.256		0		
240	0.744		0.256		0		
86	0.744		0.256		0		
1037	0.744		0.256		0		
924	0.744		0.256		0		
373	0.744		0.256		0		
214	0.744		0.256		0		
27	0.744		0.256		0		
1071	0.745		0.255		0		
360	0.744		0.256		0		
647	0.744		0.256		0		
544	0.745		0.255		0		
300	0.721		0.279		0		
375	0.745		0.255		0		
168	0.745		0.255		0		
296	0.000		1		0		
956	0.000		1		0		
117	0.000		1		0		
538	0.000		1		0		
65	0.751		0.249		0		
720	0.751		0.249		0		
550	0.729		0.271		0		
548	0.753		0.247		0		
786	0.000		1		0		
57	0.000		1		0		
155	0.754		0.246		0		
712	0.756		0.244		0		
429	0.000		1		0		
385	0.759		0.241		0		
585	0.75		0.25		0		
178	0.75		0.25		0		
823	0.75		0.25		0		
459	0.75		0.25		0		
693	0.75		0.25		0		
257	0.75		0.25		0		
455	0.75		0.25		0		
675	0.000		1		0		
219	0.75		0.25		0		
151	0.74		0.26		0		
140	0.74		0.26		0		
589	0.74		0.26		0		
100	0.74		0.26		0		
1021	0.74		0.26		0		
435	0.74		0.26		0		
522	0.74		0.26		0		
722	0.74		0.26		0		
409	0.74		0.26		0		
401	0.74		0.26		0		
721	0.74		0.26		0		
176	0.74		0.26		0		
867	0.74		0.26		0		
169	0.74		0.26		0		
260	0.74		0.26		0		
248	0.74		0.26		0		
348	0.74		0.26		0		
468	0.74		0.26		0		
354	0.74		0.26		0		
172	0.74		0.26		0		
190	0.000		1		0		
404	0.76		0.24		0		
283	0.000		1		0		
751	0.000		1		0		
490	0.000		1		0		
723	0.776		0.224		0		
1016	0.000		1		0		
1058	0.000		1		0		
645	0.000		1		0		
441	0.000		1		0		
416	0.759		0.241		0		
228	0.759		0.241		0		
527	0.759		0.241		0		
903	0.759		0.241		0		
128	0.759		0.241		0		
271	0.759		0.241		0		
696	0.759		0.241		0		
191	0.759		0.241		0		
201	0.000		1		0		
770	0.759		0.241		0		
187	0.759		0.241		0		
275	0.766		0.234		0		
150	0.759		0.241		0		
413	0.764		0.236		0		
418	0.764		0.236		0		
19	0.764		0.236		0		
605	0.759		0.241		0		
594	0.764		0.236		0		
708	0.764		0.236		0		
909	0.764		0.236		0		
258	0.764		0.236		0		
222	0.764		0.236		0		
166	0.764		0.236		0		
34	0.764		0.236		0		
426	0.000		1		0		
559	0.000		1		0		
940	0.000		1		0		
277	0.764		0.236		0		
546	0.764		0.236		0		
232	0.764		0.236		0		
691	0.764		0.236		0		
965	0.764		0.236		0		
516	0.764		0.236		0		
273	0.735		0.265		0		
338	0.733		0.267		0		
446	0.733		0.267		0		
493	0.733		0.267		0		
504	0.733		0.267		0		
540	0.733		0.267		0		
602	0.733		0.267		0		
735	0.733		0.267		0		
432	0.000		1		0		
239	0.000		1		0		
912	0.000		1		0		
523	0.775		0.225		0		
356	0.768		0.232		0		
231	0.000		1		0		
846	0.000		1		0		
264	0.754		0.246		0		
957	0.000		1		0		
746	0.000		1		0		
456	0.000		1		0		
747	0.746		0.254		0		
334	0.000		1		0		
858	0.000		1		0		
651	0.000		1		0		
563	0.000		1		0		
554	0.778		0.222		0		
547	0.000		1		0		
87	0.777		0.223		0		
671	0.777		0.223		0		
139	0.777		0.223		0		
736	0.777		0.223		0		
579	0.000		1		0		
315	0.777		0.223		0		
270	0.777		0.223		0		
603	0.777		0.223		0		
783	0.777		0.223		0		
410	0.777		0.223		0		
284	0.000		1		0		
600	0.777		0.223		0		
329	0.777		0.223		0		
230	0.768		0.232		0		
521	0.768		0.232		0		
234	0.768		0.232		0		
309	0.768		0.232		0		
157	0.768		0.232		0		
97	0.768		0.232		0		
253	0.768		0.232		0		
306	0.768		0.232		0		
324	0.000		1		0		
344	0.768		0.232		0		
926	0.000		1		0		
91	0.000		1		0		
451	0.768		0.232		0		
394	0.000		1		0		
400	0.000		1		0		
292	0.000		1		0		
395	0.000		1		0		
902	0.000		1		0		
983	0.000		1		0		
303	0.78		0.22		0		
349	0.783		0.217		0		
894	0.000		1		0		
636	0.000		1		0		
968	0.773		0.227		0		
828	0.777		0.223		0		
267	0.778		0.222		0		
366	0.778		0.222		0		
760	0.778		0.222		0		
33	0.778		0.222		0		
353	0.778		0.222		0		
687	0.778		0.222		0		
118	0.778		0.222		0		
529	0.778		0.222		0		
361	0.778		0.222		0		
526	0.778		0.222		0		
877	0.000		1		0		
1066	0.778		0.222		0		
796	0.778		0.222		0		
724	0.778		0.222		0		
229	0.778		0.222		0		
494	0.000		1		0		
925	0.778		0.222		0		
492	0.778		0.222		0		
660	0.000		1		0		
895	0.000		1		0		
488	0.000		1		0		
513	0.000		1		0		
509	0.000		1		0		
562	0.000		1		0		
880	0.000		1		0		
954	0.000		1		0		
566	0.000		1		0		
268	0.000		1		0		
1008	0.000		1		0		
3	0.000		1		0		
897	0.783		0.217		0		
208	0.783		0.217		0		
732	0.783		0.217		0		
308	0.783		0.217		0		
673	0.783		0.217		0		
767	0.783		0.217		0		
278	0.783		0.217		0		
70	0.783		0.217		0		
478	0.783		0.217		0		
827	0.783		0.217		0		
51	0.000		1		0		
564	0.000		1		0		
1039	0.000		1		0		
1023	0.000		1		0		
1026	0.000		1		0		
999	0.000		1		0		
1034	0.000		1		0		
276	0.000		1		0		
882	0.000		1		0		
632	0.000		1		0		
889	0.000		1		0		
50	0.000		1		0		
885	0.000		1		0		
537	0.813		0.187		0		
85	0.813		0.187		0		
833	0.813		0.187		0		
461	0.813		0.187		0		
941	0.000		1		0		
45	0.000		1		0		
1018	0.000		1		0		
946	0.000		1		0		
8	0.000		1		0		
47	0.000		1		0		
896	0.000		1		0		
463	0.000		1		0		
821	0.000		1		0		
381	0.000		1		0		
7	0.000		1		0		
802	0.000		1		0		
953	0.000		1		0		
487	0.000		1		0		
993	0.000		1		0		
1	0.84		0.16		0		
225	0.84		0.16		0		
274	0.84		0.16		0		
313	0.84		0.16		0		
316	0.84		0.16		0		
412	0.84		0.16		0		
480	0.84		0.16		0		
520	0.84		0.16		0		
545	0.84		0.16		0		
739	0.84		0.16		0		
1028	0.84		0.16		0		
1051	0.84		0.16		0		
476	0.000		1		0		
633	0.000		1		0		
1030	0.000		1		0		
697	0.000		1		0		
48	0.000		1		0		
1042	0.000		1		0		
595	0.000		1		0		
737	0.000		1		0		
1032	0.000		1		0		
433	0.000		1		0		
639	0.000		1		0		
994	0.000		1		0		
44	0.000		1		0		
661	0.000		1		0		
959	0.000		1		0		
892	0.000		1		0		
49	0.000		1		0		
818	0.000		1		0		
46	0.000		1		0		
923	0.000		1		0		
950	0.000		1		0		
986	0.000		1		0		


rCW PG-BSM Posteriors

site     P(w=0)        P(w1<->w2)       P(rCW)
890	0.000		1		0		
1024	0.000		1		0		
1016	0.000		1		0		
891	0.000		1		0		
635	0.000		1		0		
107	0.000		1		0		
967	0.000		1		0		
517	0.000		1		0		
407	0.000		1		0		
9	0.000		1		0		
956	0.000		1		0		
1011	0.000		1		0		
57	0.000		1		0		
134	0.000		1		0		
441	0.000		1		0		
283	0.000		1		0		
133	0.000		1		0		
957	0.000		1		0		
239	0.000		1		0		
786	0.000		1		0		
780	0.000		1		0		
746	0.000		1		0		
901	0.000		1		0		
954	0.000		1		0		
426	0.000		1		0		
751	0.000		1		0		
559	0.000		1		0		
858	0.000		1		0		
983	0.000		1		0		
18	0.000		1		0		
912	0.000		1		0		
482	0.000		1		0		
334	0.000		1		0		
952	0.000		1		0		
1043	0.000		1		0		
660	0.000		1		0		
819	0.000		1		0		
165	0.000		1		0		
513	0.000		1		0		
797	0.000		1		0		
1018	0.000		1		0		
1058	0.000		1		0		
564	0.000		1		0		
238	0.000		1		0		
877	0.000		1		0		
22	0.000		1		0		
1023	0.000		1		0		
917	0.000		1		0		
276	0.000		1		0		
834	0.000		1		0		
865	0.000		1		0		
651	0.000		1		0		
931	0.000		1		0		
117	0.000		1		0		
842	0.000		1		0		
3	0.000		1		0		
47	0.000		1		0		
114	0.000		1		0		
1039	0.000		1		0		
428	0.000		1		0		
998	0.000		1		0		
846	0.000		1		0		
381	0.000		1		0		
51	0.000		1		0		
231	0.000		1		0		
284	0.000		1		0		
993	0.000		1		0		
486	0.000		1		0		
885	0.000		1		0		
889	0.000		1		0		
778	0.000		1		0		
282	0.000		1		0		
557	0.000		1		0		
509	0.000		1		0		
1000	0.000		1		0		
944	0.000		1		0		
84	0.000		1		0		
472	0.000		1		0		
519	0.000		1		0		
915	0.000		1		0		
1056	0.000		1		0		
1048	0.000		1		0		
690	0.000		1		0		
977	0.000		1		0		
346	0.000		1		0		
467	0.000		1		0		
794	0.000		1		0		
888	0.000		1		0		
156	0.000		1		0		
896	0.000		1		0		
882	0.000		1		0		
78	0.000		1		0		
825	0.000		1		0		
1068	0.000		1		0		
440	0.000		1		0		
438	0.000		1		0		
177	0.000		1		0		
488	0.000		1		0		
175	0.000		1		0		
599	0.000		1		0		
292	0.000		1		0		
697	0.000		1		0		
347	0.000		1		0		
941	0.000		1		0		
832	0.000		1		0		
1069	0.000		1		0		
317	0.000		1		0		
946	0.000		1		0		
250	0.000		1		0		
876	0.000		1		0		
490	0.000		1		0		
759	0.000		1		0		
681	0.000		1		0		
841	0.000		1		0		
476	0.000		1		0		
560	0.000		1		0		
1008	0.000		1		0		
863	0.000		1		0		
12	0.000		1		0		
884	0.000		1		0		
491	0.000		1		0		
502	0.000		1		0		
469	0.000		1		0		
104	0.000		1		0		
768	0.000		1		0		
393	0.000		1		0		
795	0.000		1		0		
994	0.000		1		0		
61	0.000		1		0		
806	0.000		1		0		
437	0.000		1		0		
8	0.000		1		0		
429	0.000		1		0		
984	0.000		1		0		
772	0.000		1		0		
857	0.000		1		0		
558	0.000		1		0		
105	0.000		1		0		
120	0.000		1		0		
388	0.000		1		0		
748	0.000		1		0		
368	0.000		1		0		
632	0.000		1		0		
935	0.000		1		0		
7	0.000		1		0		
766	0.000		1		0		
511	0.000		1		0		
910	0.000		1		0		
452	0.000		1		0		
789	0.000		1		0		
939	0.000		1		0		
933	0.000		1		0		
622	0.000		1		0		
583	0.000		1		0		
1026	0.000		1		0		
434	0.000		1		0		
613	0.000		1		0		
591	0.000		1		0		
669	0.000		1		0		
432	0.000		1		0		
929	0.000		1		0		
286	0.000		1		0		
374	0.000		1		0		
471	0.000		1		0		
247	0.000		1		0		
391	0.000		1		0		
654	0.000		1		0		
812	0.000		1		0		
341	0.000		1		0		
23	0.000		1		0		
640	0.000		1		0		
792	0.000		1		0		
633	0.000		1		0		
296	0.000		1		0		
765	0.000		1		0		
713	0.000		1		0		
31	0.000		1		0		
618	0.000		1		0		
949	0.000		1		0		
330	0.000		1		0		
763	0.000		1		0		
649	0.000		1		0		
538	0.000		1		0		
705	0.000		1		0		
787	0.000		1		0		
1025	0.000		1		0		
676	0.000		1		0		
606	0.000		1		0		
45	0.000		1		0		
542	0.000		1		0		
643	0.000		1		0		
861	0.000		1		0		
425	0.000		1		0		
802	0.000		1		0		
771	0.000		1		0		
790	0.000		1		0		
728	0.000		1		0		
566	0.000		1		0		
1065	0.000		1		0		
433	0.000		1		0		
44	0.000		1		0		
661	0.000		1		0		
163	0.000		1		0		
1032	0.000		1		0		
331	0.000		1		0		
399	0.000		1		0		
196	0.000		1		0		
648	0.000		1		0		
423	0.000		1		0		
829	0.000		1		0		
371	0.000		1		0		
741	0.000		1		0		
1007	0.000		1		0		
74	0.000		1		0		
206	0.000		1		0		
1030	0.000		1		0		
692	0.000		1		0		
387	0.000		1		0		
500	0.000		1		0		
1042	0.000		1		0		
639	0.000		1		0		
800	0.000		1		0		
190	0.000		1		0		
962	0.000		1		0		
817	0.000		1		0		
198	0.000		1		0		
815	0.000		1		0		
664	0.000		1		0		
694	0.000		1		0		
21	0.000		1		0		
813	0.000		1		0		
1063	0.000		1		0		
403	0.000		1		0		
878	0.000		1		0		
908	0.000		1		0		
201	0.000		1		0		
831	0.000		1		0		
991	0.000		1		0		
241	0.000		1		0		
855	0.000		1		0		
830	0.000		1		0		
1044	0.000		1		0		
995	0.000		1		0		
82	0.000		1		0		
79	0.000		1		0		
310	0.000		1		0		
456	0.000		1		0		
822	0.000		1		0		
487	0.000		1		0		
636	0.000		1		0		
752	0.000		1		0		
821	0.000		1		0		
328	0.000		1		0		
856	0.000		1		0		
880	0.000		1		0		
524	0.000		1		0		
1004	0.000		1		0		
40	0.000		1		0		
951	0.000		1		0		
17	0.000		1		0		
1054	0.000		1		0		
1033	0.000		1		0		
595	0.000		1		0		
400	0.000		1		0		
883	0.000		1		0		
336	0.000		1		0		
38	0.000		1		0		
973	0.000		1		0		
1070	0.000		1		0		
1009	0.000		1		0		
942	0.000		1		0		
378	0.000		1		0		
547	0.000		1		0		
394	0.000		1		0		
781	0.000		1		0		
159	0.000		1		0		
943	0.000		1		0		
64	0.000		1		0		
893	0.000		1		0		
541	0.000		1		0		
553	0.000		1		0		
4	0.000		1		0		
494	0.000		1		0		
816	0.000		1		0		
436	0.000		1		0		
698	0.000		1		0		
1045	0.000		1		0		
52	0.000		1		0		
514	0.000		1		0		
25	0.000		1		0		
46	0.000		1		0		
397	0.000		1		0		
761	0.000		1		0		
430	0.000		1		0		
285	0.000		1		0		
614	0.000		1		0		
894	0.000		1		0		
307	0.000		1		0		
398	0.000		1		0		
926	0.000		1		0		
625	0.000		1		0		
449	0.000		1		0		
295	0.000		1		0		
577	0.000		1		0		
501	0.000		1		0		
415	0.000		1		0		
584	0.000		1		0		
463	0.000		1		0		
268	0.000		1		0		
958	0.000		1		0		
290	0.000		1		0		
102	0.000		1		0		
127	0.000		1		0		
535	0.000		1		0		
226	0.000		1		0		
215	0.000		1		0		
1034	0.000		1		0		
408	0.000		1		0		
860	0.000		1		0		
242	0.000		1		0		
668	0.000		1		0		
124	0.000		1		0		
447	0.000		1		0		
1057	0.000		1		0		
380	0.000		1		0		
390	0.000		1		0		
287	0.000		1		0		
15	0.000		1		0		
164	0.000		1		0		
726	0.000		1		0		
263	0.000		1		0		
960	0.000		1		0		
457	0.000		1		0		
116	0.000		1		0		
971	0.000		1		0		
981	0.000		1		0		
503	0.000		1		0		
389	0.000		1		0		
659	0.000		1		0		
996	0.000		1		0		
123	0.000		1		0		
645	0.000		1		0		
900	0.000		1		0		
845	0.000		1		0		
774	0.000		1		0		
597	0.000		1		0		
604	0.000		1		0		
125	0.000		1		0		
1014	0.000		1		0		
10	0.000		1		0		
892	0.000		1		0		
818	0.000		1		0		
29	0.000		1		0		
314	0.000		1		0		
130	0.000		1		0		
141	0.000		1		0		
1029	0.000		1		0		
934	0.000		1		0		
562	0.000		1		0		
914	0.000		1		0		
539	0.000		1		0		
1060	0.000		1		0		
849	0.000		1		0		
200	0.000		1		0		
716	0.000		1		0		
788	0.000		1		0		
405	0.000		1		0		
442	0.000		1		0		
311	0.000		1		0		
528	0.000		1		0		
979	0.000		1		0		
881	0.000		1		0		
477	0.000		1		0		
483	0.000		1		0		
335	0.000		1		0		
938	0.000		1		0		
616	0.000		1		0		
631	0.000		1		0		
62	0.000		1		0		
749	0.000		1		0		
59	0.000		1		0		
911	0.000		1		0		
561	0.000		1		0		
377	0.000		1		0		
259	0.000		1		0		
777	0.000		1		0		
972	0.000		1		0		
193	0.000		1		0		
81	0.000		1		0		
43	0.000		1		0		
351	0.000		1		0		
53	0.000		1		0		
49	0.000		1		0		
498	0.000		1		0		
13	0.000		1		0		
136	0.000		1		0		
279	0.000		1		0		
512	0.000		1		0		
67	0.000		1		0		
246	0.000		1		0		
869	0.000		1		0		
345	0.000		1		0		
764	0.000		1		0		
847	0.000		1		0		
740	0.000		1		0		
848	0.000		1		0		
194	0.000		1		0		
814	0.000		1		0		
835	0.000		1		0		
350	0.000		1		0		
26	0.000		1		0		
974	0.000		1		0		
515	0.000		1		0		
144	0.000		1		0		
301	0.000		1		0		
610	0.000		1		0		
769	0.000		1		0		
948	0.000		1		0		
1046	0.000		1		0		
811	0.000		1		0		
369	0.000		1		0		
907	0.000		1		0		
657	0.000		1		0		
688	0.000		1		0		
1055	0.000		1		0		
913	0.000		1		0		
895	0.000		1		0		
587	0.000		1		0		
1022	0.000		1		0		
677	0.000		1		0		
149	0.000		1		0		
1036	0.000		1		0		
209	0.000		1		0		
1049	0.000		1		0		
439	0.000		1		0		
113	0.000		1		0		
672	0.000		1		0		
359	0.000		1		0		
1015	0.000		1		0		
838	0.000		1		0		
489	0.000		1		0		
782	0.000		1		0		
1013	0.000		1		0		
162	0.000		1		0		
1002	0.000		1		0		
372	0.000		1		0		
195	0.000		1		0		
88	0.000		1		0		
213	0.000		1		0		
103	0.000		1		0		
703	0.000		1		0		
980	0.000		1		0		
563	0.000		1		0		
288	0.000		1		0		
245	0.000		1		0		
864	0.000		1		0		
68	0.000		1		0		
950	0.000		1		0		
474	0.000		1		0		
695	0.000		1		0		
793	0.000		1		0		
737	0.000		1		0		
1020	0.000		1		0		
485	0.000		1		0		
953	0.000		1		0		
665	0.000		1		0		
666	0.000		1		0		
898	0.000		1		0		
916	0.000		1		0		
132	0.000		1		0		
773	0.000		1		0		
417	0.000		1		0		
484	0.000		1		0		
686	0.000		1		0		
89	0.000		1		0		
152	0.000		1		0		
990	0.000		1		0		
743	0.000		1		0		
947	0.000		1		0		
975	0.000		1		0		
1059	0.000		1		0		
928	0.000		1		0		
95	0.000		1		0		
986	0.000		1		0		
1012	0.000		1		0		
293	0.000		1		0		
706	0.000		1		0		
803	0.000		1		0		
680	0.000		1		0		
112	0.000		1		0		
658	0.000		1		0		
904	0.000		1		0		
265	0.000		1		0		
873	0.000		1		0		
173	0.000		1		0		
801	0.000		1		0		
918	0.000		1		0		
844	0.000		1		0		
899	0.000		1		0		
115	0.000		1		0		
871	0.000		1		0		
343	0.000		1		0		
966	0.000		1		0		
543	0.000		1		0		
217	0.000		1		0		
997	0.000		1		0		
678	0.000		1		0		
233	0.000		1		0		
650	0.000		1		0		
146	0.000		1		0		
851	0.000		1		0		
135	0.000		1		0		
675	0.000		1		0		
799	0.000		1		0		
211	0.000		1		0		
42	0.000		1		0		
1072	0.000		1		0		
536	0.000		1		0		
48	0.000		1		0		
902	0.000		1		0		
920	0.000		1		0		
444	0.000		1		0		
779	0.000		1		0		
411	0.000		1		0		
866	0.000		1		0		
575	0.000		1		0		
776	0.000		1		0		
431	0.000		1		0		
406	0.000		1		0		
756	0.000		1		0		
921	0.000		1		0		
72	0.000		1		0		
854	0.000		1		0		
798	0.000		1		0		
923	0.000		1		0		
109	0.000		1		0		
989	0.000		1		0		
122	0.000		1		0		
733	0.000		1		0		
874	0.000		1		0		
742	0.000		1		0		
1031	0.000		1		0		
959	0.000		1		0		
875	0.000		1		0		
183	0.000		1		0		
94	0.000		1		0		
840	0.000		1		0		
573	0.000		1		0		
555	0.000		1		0		
121	0.000		1		0		
41	0.000		1		0		
620	0.000		1		0		
596	0.000		1		0		
91	0.000		1		0		
322	0.000		1		0		
71	0.000		1		0		
395	0.000		1		0		
852	0.000		1		0		
203	0.000		1		0		
862	0.000		1		0		
384	0.000		1		0		
572	0.000		1		0		
810	0.000		1		0		
762	0.000		1		0		
570	0.000		1		0		
609	0.000		1		0		
710	0.000		1		0		
324	0.000		1		0		
325	0.000		1		0		
679	0.000		1		0		
785	0.000		1		0		
147	0.000		1		0		
119	0.000		1		0		
717	0.000		1		0		
579	0.000		1		0		
574	0.000		1		0		
56	0.000		1		0		
510	0.000		1		0		
853	0.000		1		0		
396	0.665		0.335		0		
1047	0.653		0.347		0		
628	0.000		1		0		
80	0.000		1		0		
386	0.652		0.348		0		
663	0.000		1		0		
137	0.000		1		0		
689	0.000		1		0		
101	0.000		1		0		
582	0.651		0.349		0		
318	0.000		1		0		
530	0.000		1		0		
138	0.657		0.343		0		
1003	0.000		1		0		
982	0.000		1		0		
323	0.000		1		0		
634	0.000		1		0		
682	0.000		1		0		
205	0.000		1		0		
319	0.000		1		0		
836	0.668		0.332		0		
39	0.000		1		0		
1041	0.651		0.349		0		
532	0.000		1		0		
850	0.000		1		0		
905	0.000		1		0		
804	0.000		1		0		
630	0.000		1		0		
638	0.654		0.346		0		
642	0.653		0.347		0		
906	0.000		1		0		
927	0.664		0.336		0		
294	0.000		1		0		
362	0.657		0.343		0		
266	0.66		0.34		0		
252	0.657		0.343		0		
16	0.000		1		0		
143	0.000		1		0		
809	0.658		0.342		0		
340	0.662		0.338		0		
92	0.66		0.34		0		
337	0.654		0.346		0		
392	0.665		0.335		0		
58	0.000		1		0		
199	0.655		0.345		0		
719	0.665		0.335		0		
355	0.655		0.345		0		
302	0.663		0.337		0		
126	0.657		0.343		0		
805	0.000		1		0		
464	0.000		1		0		
919	0.000		1		0		
462	0.661		0.339		0		
297	0.672		0.328		0		
327	0.000		1		0		
54	0.000		1		0		
551	0.659		0.341		0		
1006	0.000		1		0		
422	0.664		0.336		0		
1027	0.000		1		0		
402	0.000		1		0		
653	0.000		1		0		
615	0.000		1		0		
571	0.000		1		0		
624	0.000		1		0		
281	0.000		1		0		
674	0.000		1		0		
376	0.000		1		0		
184	0.000		1		0		
612	0.669		0.331		0		
414	0.68		0.32		0		
332	0.000		1		0		
32	0.000		1		0		
499	0.000		1		0		
886	0.000		1		0		
1017	0.000		1		0		
784	0.000		1		0		
207	0.667		0.333		0		
367	0.000		1		0		
179	0.000		1		0		
621	0.000		1		0		
379	0.000		1		0		
420	0.000		1		0		
108	0.672		0.328		0		
473	0.691		0.309		0		
617	0.000		1		0		
98	0.000		1		0		
291	0.677		0.323		0		
704	0.703		0.297		0		
1062	0.000		1		0		
702	0.000		1		0		
1064	0.692		0.308		0		
607	0.000		1		0		
791	0.000		1		0		
73	0.000		1		0		
63	0.000		1		0		
1061	0.000		1		0		
465	0.000		1		0		
578	0.000		1		0		
192	0.000		1		0		
305	0.000		1		0		
174	0.000		1		0		
352	0.000		1		0		
14	0.000		1		0		
775	0.000		1		0		
629	0.000		1		0		
255	0.000		1		0		
93	0.000		1		0		
218	0.676		0.324		0		
167	0.000		1		0		
729	0.000		1		0		
870	0.000		1		0		
655	0.000		1		0		
588	0.000		1		0		
755	0.684		0.316		0		
170	0.696		0.304		0		
685	0.696		0.304		0		
326	0.696		0.304		0		
272	0.696		0.304		0		
580	0.696		0.304		0		
750	0.696		0.304		0		
626	0.696		0.304		0		
76	0.000		1		0		
365	0.696		0.304		0		
212	0.696		0.304		0		
593	0.696		0.304		0		
237	0.696		0.304		0		
224	0.696		0.304		0		
670	0.696		0.304		0		
533	0.696		0.304		0		
99	0.696		0.304		0		
342	0.696		0.304		0		
370	0.000		1		0		
683	0.000		1		0		
945	0.000		1		0		
985	0.000		1		0		
652	0.000		1		0		
50	0.000		1		0		
922	0.000		1		0		
273	0.735		0.265		0		
725	0.000		1		0		
210	0.000		1		0		
879	0.000		1		0		
978	0.000		1		0		
161	0.000		1		0		
969	0.697		0.303		0		
188	0.692		0.308		0		
243	0.000		1		0		
569	0.000		1		0		
955	0.000		1		0		
1067	0.000		1		0		
383	0.000		1		0		
637	0.000		1		0		
987	0.000		1		0		
36	0.71		0.29		0		
701	0.000		1		0		
30	0.000		1		0		
160	0.000		1		0		
106	0.000		1		0		
656	0.000		1		0		
627	0.000		1		0		
450	0.000		1		0		
508	0.000		1		0		
